text ner
2016 O
Project O
Description O
: O
This O
is O
a O
Value O
Added O
Services O
provided O
by O
Sprint O
This O
application O
is O
based O
on O
Java O
technology O

For O
this O
we O
have O
to O
schedule O
the O
tasks O
and O
have O
to O
collect O
code O
from O
development O
team O
and O
have O
to O
build O
and O
deploy O
the O
code O
later O
have O
to O
support O
the O
release O
management O
team O
of O
which O
executing O
Java O
applications O
build O
and O
deployments O
in O
Dev O
, O
QA O
, O
performance O
and O
production O
environments O

Responsibilities O
: O

• O
For O
on O
boarding O
existing O
application O
, O
performing O
knowledge O
transition O
from O
development O
team O
to O
SCM O
team O
on O
build O
and O
deployment O
process O


• O
For O
new O
applications O
, O
work O
with O
development O
to O
get O
the O
requirements O
of O
application O
build O
and O
deployment O
process O


• O
Installing O
and O
configuring O
Subversion O
( O
SVN O
) O
and O
Jenkins O


• O
Providing O
support O
to O
Subversion O
( O
SVN O
) O
related O
issues O


• O
Developing O
and O
maintaining O
build O
files O
by O
using O
Ant O
script O


• O
Integrate O
Unit O
Testing O
in O
Ant O
builds O

• O
Installation O
, O
configuring O
, O
administration O
of O
Web O
Logic O
9.x O
, O
10.x O
on O
Linux O
environment O


• O
Supporting O
Builds O
for O
Multiple O
environments O
like O
Dev O
, O
QA O
, O
Staging O
, O
Perf O
and O
Production O


• O
Performing O
Manual O
and O
Automation O
Builds O
using O
Maven O
and O
Jenkins O


• O
Troubleshooting O
the O
middle O
ware O
issues O
and O
resolving O
the O
P2,P3 O
tickets O
with O
in O
SLA O

• O
Provided O
on O
call O
support O
on O
24/7 O
basis O

• O
Involved O
in O
creation O
and O
configuration O
of O
Domains O
, O
JVM O
instances O
in O
production O
, O
QA O
and O
UAT O
environments O


• O
Configured O
clusters O
to O
provide O
fail O
over O
, O
load O
balancing O
and O
deployed O
applications O
on O
clusters O


• O
Installed O
, O
configured O
and O
administration O
to O
Web O
logic O
10.x O
, O
JDBC O
Data O
source O
and O
Connection O
pool O
configuration O
with O
Oracle "U-Companies worked at"
Web O
Logic O
Administration O
, O
Monitoring O
and O
Troubleshooting O
using O
Admin O
Console O


• O
Have O
excellent O
experience O
in O
Client O
Interaction O

• O
Provided O
on O
call O
support O
for O
production O
tickets O
on O
24/7 O
basis O


• O
Deployment O
of O
web O
and O
enterprise O
applications O
and O
their O
updates O
in O
dev O
, O
production O
, O
pre- O
production O
using O
Admin O
console O


• O
Building O
the O
source O
code O
using O
Jenkins O


• O
Helped O
developers O
in O
resolving O
SVN O
issues O
and O
concerns O


• O
Responsible O
for O
weekly O
and O
daily O
work O
checks O
and O
backups O


• O
Environment O
: O
WebLogic O
Application O
Server O
10.3 O
, O
JDK1.6 O
, O
Oracle "U-Companies worked at"
, O
Apache O
Webserver O
, O
Linux O
, O

JIRA O
, O
Infra O
, O
SSH O
, O
TOAD O
KOhls O
Retail O
Services O
Client O
: O
Kohls O
, O
US O
Role O
: O
Build O
and O
Release O
Engineer O

Environment O
: O
Maven O
, O
Jenkins O
, O
SVN O
, O
Linux O
, O
WebLogic O
, O
Apache O
Duration O
: O
July O
2015 O
to O
Nov O
2015 O
Project O
Description O
: O
This O
application O
is O
based O
on O
Java O
technology O
For O
this O
we O
have O
to O
schedule O
the O
tasks O
and O
have O
to O
collect O
code O
from O
development O
team O
and O
have O
to O
build O
and O
deploy O
the O
code O
later O
have O
to O
support O
the O
release O
management O
team O
of O
which O
executing O
Java O
applications O
build O
and O
deployments O
in O
Dev O
, O
QA O
, O
performance O
and O
production O
environments O

Responsibilities O
: O

• O
Developing O
and O
maintaining O
build O
files O
by O
using O
Ant O
script O


• O
Integrate O
Unit O
Testing O
in O
Ant O
builds O

• O
Installation O
, O
configuring O
, O
administration O
of O
Web O
Logic O
9.x O
, O
10.x O
on O
Linux O
environment O


• O
Supporting O
Builds O
for O
Multiple O
environments O
like O
Dev O
, O
QA O
, O
Staging O
, O
Perf O
and O
Production O


• O
Supporting O
Builds O
for O
Multiple O
environments O
like O
Dev O
, O
QA O
, O
Staging O
, O
Perf O
and O
Production O


• O
Performing O
Manual O
and O
Automation O
Builds O
using O
Maven O
and O
Jenkins O


• O
Deploying O
WAR O
, O
EAR O
applications O
on O
various O
targeted O
servers O
in O
the O
clustered O
environments O


• O
Web O
Logic O
Administration O
, O
Monitoring O
and O
Troubleshooting O
using O
Admin O
Console O


• O
Analyzing O
log O
files O
and O
periodic O
removal O
of O
them O

• O
Creating O
branches O
& O
merging O
using O
Subversion O


• O
Performing O
deployments O
to O
multiple O
environments O
like O
Dev O
, O
QA O
, O
Field O
, O
Perf O
, O
UAT O
& O
Production O
envs O

• O
Troubleshooting O
application O
related O
issues O
by O
log O
verification O


• O
Writing O
a O
UNIX O
Shell O
Script O
and O
schedule O
in O
the O
respective O
run O
levels O
for O
automate O
day O
- O
to O
- O
day O
activities O
such O
as O
auto O
start O
application O
server O


• O
Automate O
code O
deployments O
by O
using O
ANT O
and O
Jenkins O


• O
Involved O
in O
changing O
heap O
parameters O
like O
– O
Xms O
, O
-Xmx O
, O
-XnoOpt,-XnoHup O
etc O


• O
Perform O
daily O
environment O
health O
- O
check O

• O
Good O
in O
taking O
the O
thread O
dumps O
and O
finding O
the O
root O
cause O
analysis O


• O
Created O
and O
configured O
web O
logic O
server O
instances O
, O
clusters O
in O
domain O
environment O


• O
Installed O
web O
logic O
on O
production O
boxes O
in O
console O
mode O


• O
Strong O
experience O
in O
administrating O
by O
using O
Admin O
console O

Environment O
: O
WebLogic O
Application O
Server O
9.2 O
, O
Java O
, O
Oracle "U-Companies worked at"
, O
Apache O
Webserver O
, O
Linux O
, O
JIRA O
, O
Managenow O
, O
Putty O
, O
TOAD O
Willing O
to O
relocate O
to O
: O
Hyderabad O
, O
Telangana O
- O
Bangalore O
Urban O
, O
Karnataka O
- O
Chennai O
, O
Tamil O
Nadu O

WORK O
EXPERIENCE O
Configuration B-Designation
Engineer L-Designation
Oracle "U-Companies worked at"
- O
Hyderabad O
, O
Telangana O
- O
July O
2015 O
to O
Present O

• O
Hands O
on O
experience O
in O
end O
- O
end O
process O
of O
Build O
Management O
, O
Release O
Management O
and O
Configuration O
Management O


• O
Hands O
on O
experience O
on O
supporting O
configuration O
management O
tools O
on O
both O
physical O
and O
cloud O
environment O

• O
Involved O
in O
setting O
up O
Jenkins O
in O
Distributed O
Environments O
with O
Master O
and O
Slave O

• O
Working O
experience O
on O
Subversion(SVN O
) O
administration O
and O
basic O
usage O

• O
Creating O
Branches O
, O
tags O
and O
providing O
SVN O
user O
access O
to O
all O
developers O
in O
the O
organization O

• O
Managing O
application O
server O
instances O
running O
on O
AWS O

• O
Involved O
in O
configuring O
EC2 O
instances O
along O
with O
Auto O
scale O
up O
options O


• O
Involved O
in O
configuration O
Management O
using O
CHEF O
and O
automated O
the O
complete O
platform O
setup O


• O
Good O
knowledge O
on O
Cookbooks O
, O
Chef O
Kitchen O
, O
Burks O
file O
and O
Metadata O


• O
Involved O
in O
automating O
the O
release O
using O
UDeploy O
and O
deploying O
the O
application O
to O
different O
environments O


• O
Involved O
in O
container O
setup O
with O
Docker O
Having O
good O
understanding O
of O
creating O
and O
running O
Docker O
images O


• O
Involved O
in O
writing O
Applications O
, O
Componenets O
, O
Resources O
and O
component O
process O
flow O


• O
Configured O
Jenkins O
as O
contionus O
integration O
tool O
for O
regular O
source O
code O
builds O


• O
Experience O
in O
setting O
up O
branching O
strategies O
, O
merging O
and O
taking O
regular O
backups O
of O
the O
source O
code O
on O
SVN O
server O

• O
Helping O
the O
Developers O
in O
SVN O
related O
issues O

• O
Written O
the O
integrated O
build O
automation O
scripts O
using O
Ant O

• O
Perform O
the O
QA O
& O
Stress O
and O
UAT O
builds O
and O
deployed O
the O
binaries O
on O
respective O
environment O
servers O

• O
Monitoring O
the O
deployment O
in O
all O
the O
servers O

• O
Supported O
setting O
up O
of O
various O
environments O
in O
multi O
- O
tier O
architecture O
involving O
load O
balancers O
, O
Apache O
webservers O
, O
Oracle "U-Companies worked at"
database O
, O

• O
Developed O
custom O
scripts O
to O
automate O
the O
build O
and O
release O
process O


• O
Implemented O
a O
custom O
authentication O
with O
WebLogic O
for O
user O
authentication O
, O
authorization O
and O
password O
policy O

• O
Monitoring O
environment O
using O
monitoring O
tools O
like O
Wily O
monitoring O
tool O
and O
custom O
shell O
script O


• O
Involved O
in O
integrating O
WebLogic O
with O
Wily O
introscope O


• O
Involved O
in O
resolving O
tickets O
with O
different O
SLAs O
like O
SEV1 O
, O
SEV2 O
, O
SEV3 O
and O
SEV4 O


• O
Involved O
in O
change O
management O
process O
like O
opening O
change O
records O
using O
change O
management O
tools O
like O
INFRA O
, O
Managenow O


• O
Providing O
on O
call O
, O
weekend O
and O
deployment O
support O


• O
Involved O
in O
applying O
security O
patches O
using O
WebLogic O
Utility O


• O
Deploying O
applications O
using O
different O
deployment O
strategies O
like O
Stage O
, O
No O
Stage O
and O
External O
stage O

Configuration B-Designation
Engineer L-Designation
Oracle "U-Companies worked at"
Devops O

EDUCATION O

B.TECH O
/ O
B.E O
Annamacharya O
Institute O
of O
Technology O
, O
JNTU O
, O
Hyderabad O
- O
Hyderabad O
, O
Telangana O

2015 O

SKILLS O

AWS O
( O
1 O
year O
) O
, O
CHEF O
( O
1 O
year O
) O
, O
Linux O
( O
2 O
years O
) O
, O
git O
, O
svn O
, O
maven O
, O
devops O
, O
jenkins O
, O
Docker O
, O
weblogic O

ADDITIONAL O
INFORMATION O
Operating O
Systems O
Windows O
servers O
[ O
… O
] O
Windows O
XP/7 O
, O
Red O
Hat O
LINUX O
5 O
Database O
Oracle "U-Companies worked at"
11 O
g O
Release O
Tools O
UDeploy O
, O
Jenkins O
Cloud O
AWS O
Configuration O
Tools O
CHEF O
Puran O
Mal O
Jaipur O
, O
Rajasthan O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Puran-Mal/357ea77b3b002be6 O

WORK O
EXPERIENCE O
Admin B-Designation
assistant L-Designation
at O
Infosys -
limited -
Front O
office O
work O

EDUCATION O
Bachelor -
's -

SKILLS O
Front O
office O
executive O
( O
1 O
year O
) O

ADDITIONAL O
INFORMATION O

TECHNICAL O
SKILL O

• O
Basic O
Knowledge O
of O
Computer O
operating O

• O
MS O
OFFICE O
( O
MS O
excel O
, O
Ms O
Word O
and O
Power O
Point O
) O

• O
With O
typing O
speed O
25 O
wpm O

PERSONAL O
SKILL O

• O
Positive O
Attitude O

• O
Good O
decision O
making O

• O
Good O
communication O
skills O

• O
Confident O

• O
Have O
zeal O
to O
learn O
new O
things O

HOBBY O

• O
Listening O
music O

• O
traveling O
https://www.indeed.com/r/Puran-Mal/357ea77b3b002be6?isid=rex-download&ikw=download-top&co=IN O
Apoorva O
Singh O
Senior B-Designation
Sales I-Designation
Executive L-Designation
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Apoorva-Singh/d6f6733d8e741d56 O
Looking O
for O
a O
career O
in O
a O
well O
reputed O
organization O
, O
where O
I O
can O
utilize O
my O
skills O
, O
and O
enhance O
my O
experience O
and O
knowledge O
in O
the O
best O
interest O
of O
the O
organization O


WORK O
EXPERIENCE O
Senior B-Designation
Sales I-Designation
Executive L-Designation
NIST "B-Companies worked at"
Institute "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
June O
2012 O
to O
May O
2013 O
Handling O
Sales O
of O
NEBOSH O
& O
IOSH O
& O
other O
safety O
related O
courses O
given O
by O
NIST O
Institute O

Working O
on O
sales O
leads O
and O
its O
conversion O
to O
business O
by O
counseling O
the O
candidates O
directly O

Handling O
all O
admission O
related O
formalities O
and O
documentation O
of O
candidates O

Arrangement O
of O
Certification O
/ O
Examination O
classes O
from O
the O
beginning O
to O
the O
End O

Handling O
of O
all O
major O
customers O
and O
their O
accounts O

Taking O
Feed O
backs O
from O
candidates O
on O
customer O
satisfaction O

Associate B-Designation
Financial I-Designation
Services I-Designation
Manager L-Designation
ICICI "B-Companies worked at"
Prudential "I-Companies worked at"
Life "I-Companies worked at"
Insurance "I-Companies worked at"
Company "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
July O
2011 O
to O
October O
2011 O
Sales O
of O
ICICI O
Prudential O
products O
Taping O
customers O
through O
various O
channels O
like O
Banks O
, O
cold O
call O
, O
phone O
calls O
etc O

Handling O
customer O
grievance O


EDUCATION O
MBA U-Degree
Amity O
University O

1975 O
to O
October O
2008 O
B.Com -
in -
economics -
Lucknow O
University O
- O
Lucknow O
, O
Uttar O
Pradesh O

2008 O

H.S.C. O
in O
Commerce O
Rani O
Laxmi O
Bai O
School O
- O
Rani O
, O
Rajasthan O
https://www.indeed.com/r/Apoorva-Singh/d6f6733d8e741d56?isid=rex-download&ikw=download-top&co=IN O

2005 O

S.S.C. O
in O
Science O
City O
Montessori O
School O
- O
Lucknow O
, O
Uttar O
Pradesh O

2003 O

SKILLS O

PRESENTATION O
SKILLS O
( O
Less O
than O
1 O
year O
) O

ADDITIONAL O
INFORMATION O

KEY O
SKILLS O

• O
Good O
communication O
and O
presentation O
skills O


• O
Always O
ready O
to O
take O
initiatives O


• O
Hard O
working O
with O
Positive O
attitude O


• O
Have O
great O
urge O
of O
learning O


• O
Always O
put O
best O
and O
honest O
efforts O
to O
achieve O
the O
goal O


• O
Open O
& O
flexible O
to O
feedback O


• O
Assertive O

• O
Love O
to O
work O
in O
group O
as O
a O
team O
and O
believe O
in O
teamwork O


STRENGTHS O
Optimistic O
approach O
towards O
work O
, O
Team O
player O
, O
Determination O
towards O
work O

DECLARATION O

I O
hereby O
declare O
that O
the O
above O
- O
mentioned O
information O
is O
correct O
up O
to O
my O
knowledge O
and O
I O
bear O
the O
responsibility O
for O
the O
correctness O
of O
the O
above O
mentioned O
particulars O

Address O
: O
Flat O
no O
604 O
, O
Paradise O
Apartment O
, O
Anand O
Park O
Complex O
Kandarpada O
, O
Dahisar O
West O
, O
Mumbai O
Date O
: O
Place O
: O
Mumbai O
( O
Apoorva O
Singh O
) O
Roshan O
Sinha O
Application B-Designation
Developer L-Designation
- O
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
Kolkata O
, O
West O
Bengal O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Roshan-Sinha/ab398efcd288724f O
Willing O
to O
relocate O
to O
: O
Kolkata O
, O
West O
Bengal O
- O
Bangalore O
City O
, O
Karnataka O
- O
NCR O
, O
Delhi O

WORK O
EXPERIENCE O
Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
March O
2011 O
to O
April O
2018 O
Joined O
as O
Associate O
System O
Engineer O
, O
worked O
as O
Application B-Designation
Developer L-Designation
for O
maintenance O
and O
development O
of O
SAP O
systems O
for O
clients O
from O
Distribution O
, O
Chemicals O
and O
Petrochemicals O
and O
Industrial O
sectors O

Application B-Designation
Developer L-Designation

IBM O
India O
Pvt O
Ltd. O
- O
April O
2011 O
to O
March O
2018 O
Application O
Development O
and O
Maintainence O
services O
on O
SAP O
using O
ABAP O
as O
programming O
language O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
June O
2017 O
to O
November O
2017 O
Non O
- O
ALE O
Outbound O
File O
Interfaces O
for O
Forward O
and O
Reverse O
Logistics O
Application O
from O
SAP O
to O
EMM O
system O
Return O
, O
Replacement O
and O
Dispatched O
IMEI O
and O
SIM O
Serial O
Data O
Interfaces O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
July O
2016 O
to O
November O
2017 O

IMSP O
Applications O
built O
on O
OOPS O
- O
ABAP O
, O
BAPI O
, O
FM O

Smartform O
for O
Credit O
/ O
Invoice O
Note O
Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
May O
2017 O
to O
June O
2017 O
https://www.indeed.com/r/Roshan-Sinha/ab398efcd288724f?isid=rex-download&ikw=download-top&co=IN O
from O
Repacking O
- O
Batch O
creation O
, O
Create O
Inbound O
Delivery O
, O
Reprint O
Handling O
Unit O
, O
Post O
Goods O
Movement O
, O
Goods O
Receipt O
and O
Goods O
Issue O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
January O
2017 O
to O
May O
2017 O
Audit O
and O
Tax O
applications O
built O
on O
reports O
and O
enhancements O
in O
ABAP O
, O
Purchase O
TAX O
Reports O
, O

C O
/ O
F O
Forms O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
July O
2013 O
to O
July O
2016 O
Upload O
Purchase O
Order O
Header O
Data O


DIM O
Monthly O
Price O
deviation O
table O


EHS O
Module O
: O
- O

LACK1 O
report O
, O
Where O
- O
Used O
Report O
and O
CK2 O
/ O
CK3 O
Interface O
Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Bengaluru O
, O
Karnataka O
- O
February O
2013 O
to O
June O
2013 O
Design O
and O
Implement O
Technical O
Strategies O
for O
the O
Team O
Deliverable O
along O
with O
Leads O

Uploading O
of O
Internal O
Orders O
( O
Cost O
Objects O
) O
using O
Batch O
Input O
Recording O

Uploading O
of O
Direct O
Purchase O
Orders O
using O
BAPI O

Implementation O
of O
User O
Exit O
for O
overriding O
standard O
billing O
document O
number O
ranges O

Implementation O
of O
Pricing O
List O
Category O
Quote O
Order O
Header O
in O
CRM O
and O
SD O

Enhancement O
for O
Filter O
products O
by O
material O
type O
in O
GTS O

Develop O
adding O
custom O
fields O
and O
field O
logic O
in O
CRM O
WEBUI O
Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
January O
2013 O
to O
February O
2013 O
Developed O
Outbound O
Interface O
Report O
from O
SAP O
to O
CLM O
, O
spool O
generation O
and O
Enhancement O
of O
Screen O
Elements O
using O
Dynamic O
Search O
Help O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
January O
2012 O
to O
December O
2012 O
Worked O
on O
Remedy O
Tickets O
for O
issues O
with O
following O
applications O
: O
- O
Overtime O
Request O
on O
BP O
People O
Portal O
enhancement O
from O
Time O
Attendance O
domain O
in O
HR O


TAX O
certificate O
Administration O
from O
Payroll O

Worked O
on O
Custom O
Infotype O
for O
TAX O
Form O

Application B-Designation
Developer L-Designation
SAP "B-Companies worked at"
ABAP "L-Companies worked at"
- O
Kolkata O
, O
West O
Bengal O
- O
August O
2011 O
to O
December O
2011 O
Enhancement O
of O
standard O
and O
custom O
transaction O
, O
interfaces O
and O
e O
- O
forms O

EDUCATION O
B.Tech B-Degree
in I-Degree
Technology L-Degree
Anna O
University O
Chennai O
- O
Chennai O
, O
Tamil O
Nadu O

2010 O

SKILLS O
Sap O
Abap O

ADDITIONAL O
INFORMATION O

SKILLS O

SAP O
ABAP O

OOPS O
- O
ABAP O
Yash O
Raja O
Senior B-Designation
Manager L-Designation
- O
Foodlink "B-Companies worked at"
India "I-Companies worked at"
Private "I-Companies worked at"
Limited "L-Companies worked at"
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Yash-Raja/fd7a1fcad95b13b7 O

I O
am O
a O
driven O
individual O
with O
extensive O
experience O
in O
business O
development O
and O
customer O
engagement O

I O
have O
been O
a O
strong O
sales O
performer O
and O
I O
am O
looking O
to O
apply O
my O
skills O
to O
a O
forward O
looking O
organization O
and O
to O
contribute O
to O
employer O
growth O

Willing O
to O
relocate O
to O
: O
Toronto O
, O
ON O
- O
Vancouver O
, O
BC O
- O
Calgary O
, O
AB O

WORK O
EXPERIENCE O
Senior B-Designation
Manager L-Designation
Foodlink "B-Companies worked at"
India "I-Companies worked at"
Private "I-Companies worked at"
Limited "L-Companies worked at"
- O
June O
2017 O
to O
Present O
Sales B-Designation
Manager L-Designation
- O
Corporate O
Sales O
Handling O
the O
Corporate O
Segment O
for O
Foodlink "B-Companies worked at"
Banquets "I-Companies worked at"
& "I-Companies worked at"
Catering "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Pune O
, O
Maharashtra O
- O
October O
2015 O
to O
February O
2017 O

5.3 O
Years O
The O
Westin O
Pune O
Koregaon O
Park O

• O
Sales B-Designation
Manager L-Designation
- O
Corporate O
Sales O
- O
October O
2015 O
to O
February O
2017 O
Sales B-Designation
Manager L-Designation
- O
Proactive O
Sales O
Courtyard "B-Companies worked at"
Pune "I-Companies worked at"
Hinjewadi "L-Companies worked at"
- O
March O
2015 O
to O
May O
2015 O
Assistant U-Designation
Sales B-Designation
Manager L-Designation
Courtyard "B-Companies worked at"
Pune "I-Companies worked at"
Hinjewadi "L-Companies worked at"
- O
Pune O
, O
Maharashtra O
- O
July O
2012 O
to O
May O
2015 O
Assistant U-Designation
Sales B-Designation
Manager L-Designation
- O
Proactive O
Sales O
Courtyard "B-Companies worked at"
Pune "I-Companies worked at"
Hinjewadi "L-Companies worked at"
- O
August O
2013 O
to O
February O
2015 O
Sales B-Designation
Executive L-Designation
- I-Designation
Reactive I-Designation
Sales L-Designation
Courtyard "B-Companies worked at"
Pune "I-Companies worked at"
Hinjewadi "L-Companies worked at"
- O
Pune O
, O
Maharashtra O
- O
July O
2012 O
to O
August O
2013 O
https://www.indeed.com/r/Yash-Raja/fd7a1fcad95b13b7?isid=rex-download&ikw=download-top&co=IN O
selling O
rooms O
and O
banqueting O
services O
for O
three O
hotels O
, O
namely O
the O
JW O
Marriott O
Pune O
, O
Courtyard O
Pune O
Chakan O
and O
Courtyard "B-Companies worked at"
Pune "I-Companies worked at"
Hinjewadi "L-Companies worked at"

Roles O
Undertaken O
- O

- O
Managing O
and O
handling O
a O
portfolio O
in O
a O
proactive O
role O
in O
a O
designated O
market O
region O


- O
Handling O
and O
managing O
top O
accounts O
of O
the O
hotel O


- O
Converting O
acquisition O
accounts O
for O
the O
hotel O


- O
Entertaining O
prospective O
clients O
and O
organizing O
customer O
engagement O
events O


- O
To O
liaise O
closely O
with O
operational O
staff O
on O
all O
details O
for O
a O
prospective O
new O
contract O
and O
gain O
their O
agreement O
on O
all O
details O


- O
Managing O
administrative O
activities O
, O
as O
a O
syndicate O
team O
leader O
such O
as O
CSR O
events O
, O
team O
building O
activities O
, O
team O
outings O
and O
weekly O
games O
at O
the O
hotel O


- O
To O
analyze O
statistics O
thereby O
identifying O
key O
sales O
areas O
, O
problems O
and O
success O
rate O


- O
Work O
as O
a O
team O
leader O
to O
minimize O
short O
falls O
and O
ensure O
a O
smooth O
functioning O
of O
the O
sales O
operation O


- O
Moving O
business O
from O
competition O


- O
Handling O
Corporate O
Events O
- O
Heading O
Catering O
Sales O
& O
Mice O
for O
Corporate O
Companies O


- O
Anticipating O
prospective O
clients O
' O
exact O
needs O
, O
by O
questioning O
, O
observation O
and O
the O
completion O
of O
a O
full O
sales O
survey O


- O
Follow O
up O
on O
leads O
by O
visiting O
prospective O
clients O
regularly O


- O
To O
achieve O
better O
budgeted O
sales O
targets O

Sales B-Designation
Executive L-Designation
- I-Designation
Reactive I-Designation
Sales L-Designation
Courtyard "B-Companies worked at"
Chennai "L-Companies worked at"
- O
July O
2011 O
to O
June O
2012 O
Roles O
Undertaken O
- O

- O
Managing O
a O
social O
portfolio O
in O
driving O
catering O
business O
at O
the O
hotel O


- O
Worked O
towards O
increasing O
the O
number O
of O
outdoor O
catering O
events O
by O
35 O
% O
as O
compared O
to O
the O
previous O
year O

Sales B-Designation
Executive L-Designation
Courtyard "B-Companies worked at"
Chennai "L-Companies worked at"
- O
Chennai O
, O
Tamil O
Nadu O
- O
July O
2011 O
to O
June O
2012 O

EDUCATION O
B.A. B-Degree
Honours I-Degree
in I-Degree
Hotel I-Degree
Management L-Degree
in O
Hotel O
Management O
Institute O
of O
Hotel O
Management O
- O
Aurangabad O
, O
Maharashtra O

2007 O
to O
2011 O

A O
- O
levels O
Podar O
International O
School O
, O
University O
of O
Cambridge O

2005 O
to O
2006 O
Secondary O
School O
Certificate O
Jankidevi O
Public O
School O

2004 O
to O
2005 O

SKILLS O
Excel O
( O
Less O
than O
1 O
year O
) O
, O
Microsoft O
Word O
( O
Less O
than O
1 O
year O
) O
, O
Opera O
( O
Less O
than O
1 O
year O
) O
, O
Outlook O

( O
Less O
than O
1 O
year O
) O
, O
Outlook O
Express O

( O
Less O
than O
1 O
year O
) O
, O
Microsoft O
Office O

ADDITIONAL O
INFORMATION O
Skills O
& O
Interests O
: O
Computer O
Literacy O
: O
Advanced O
knowledge O
of O
Microsoft O
Word O
, O
Excel O
, O
PowerPoint O
, O
Access O
and O
Outlook O
Express O

A O
general O
knowledge O
of O
Windows O
and O
Opera O
Software O

( O
Property O
Management O
System O
) O
Tanmoy O
Maity O
Kolkata O
, O
West O
Bengal O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Tanmoy-Maity/145eb1ed39df317c O

WORK O
EXPERIENCE O
HVAC B-Designation
Technician L-Designation
Infosys "B-Companies worked at"
and "I-Companies worked at"
microsoft "L-Companies worked at"
- O
November O
2015 O
to O
Present O
HVAC B-Designation
Technician L-Designation
Infosys "B-Companies worked at"
and "I-Companies worked at"
microsoft "L-Companies worked at"
- O
November O
2015 O
to O
Present O

EDUCATION O
Diploma B-Degree
in I-Degree
Mrac L-Degree
Gtti O
- O
Kolkata O
, O
West O
Bengal O

SKILLS O
Hvac O
tech O
( O
3 O
years O
) O

AWARDS O
best O
team O
leader O
of O
the O
year O
February O
2017 O
https://www.indeed.com/r/Tanmoy-Maity/145eb1ed39df317c?isid=rex-download&ikw=download-top&co=IN O
Raktim O
Podder O

6 O
+ O
Exp O
in O
banking O
operations O
and O
credit O
assessment O
Pune O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Raktim-Podder/32472fc557546084 O
Willing O
to O
relocate O
: O
Anywhere O

WORK O
EXPERIENCE O
SME U-Designation
TCS "U-Companies worked at"
Tata O
Consultancy O
Services O
: O
Project O
TELSTRA O
( O
AUSTRALIA O
) O
Sr O
Process O
Executive O
SME U-Designation
: O
Telecom O
Business O
Case O
Management O

Technical O
support O
to O
the O
onsite O
engineers O

Dealers O
support O
function O

Emails O
regarding O
connection O
escalations O

Tech O
implementations O
in O
telecom O

Looking O
after O
the O
day O
to O
day O
business O
production O

Team O
management O
: O
Handling O
a O
team O
of O
18 O
FTE O
’s O
Daily O
rostering O
One O
on O
one O
’s O
Performance O
management O

Communicating O
process O
updates O


WFM O

EOD O
reporting O
on O
team O
performance O

Huddles O
and O
catch O
- O
up O
’s O
System O
access O
request O
for O
new O
joiners O

Providing O
training O
to O
new O
joiners O

Conflict O
management O

Business O
performance O
reporting O

Network O
setup O
and O
network O
access O
management O
as O
per O
requirement O

Testing O
line O
and O
networking O
working O
capacity O
